target,source,year,size,count,date
Singapore,Netherlands,2007,262.731,1,31/12/2007
Singapore,Netherlands,2012,4509.128,3,31/12/2012
Singapore,Netherlands,2013,2.663,1,31/12/2013
Singapore,Netherlands,2014,0.04,1,31/12/2014
South Africa,Netherlands,1998,4.16,1,31/12/1998
South Africa,Netherlands,2003,25,1,31/12/2003
South Africa,Netherlands,2005,3.107,1,31/12/2005
South Africa,Netherlands,2008,8.84,1,31/12/2008
South Africa,Netherlands,2013,3.782,1,31/12/2013
South Korea,Netherlands,1991,200,1,31/12/1991
South Korea,Netherlands,1999,1716.75,3,31/12/1999
South Korea,Netherlands,2000,1175.4,2,31/12/2000
South Korea,Netherlands,2002,2,1,31/12/2002
South Korea,Netherlands,2004,19.922,1,31/12/2004
South Korea,Netherlands,2007,354.251,1,31/12/2007
South Korea,Netherlands,2010,545.28,1,31/12/2010
South Korea,Netherlands,2011,46.12,2,31/12/2011
South Korea,Netherlands,2013,17.043,1,31/12/2013
South Korea,Netherlands,2014,12.766,1,31/12/2014
Spain,Netherlands,1991,123.989,4,31/12/1991
Spain,Netherlands,1992,318.287,3,31/12/1992
Spain,Netherlands,1993,19.148,1,31/12/1993
Spain,Netherlands,1994,192.007,2,31/12/1994
Spain,Netherlands,1996,15.662,1,31/12/1996
Spain,Netherlands,1997,95.163,3,31/12/1997
Spain,Netherlands,1998,362.565,8,31/12/1998
Spain,Netherlands,1999,997.309,4,31/12/1999
Spain,Netherlands,2000,2062.079,13,31/12/2000
Spain,Netherlands,2001,175.216,4,31/12/2001
Spain,Netherlands,2002,246.276,4,31/12/2002
Spain,Netherlands,2003,99.337,2,31/12/2003
Spain,Netherlands,2004,16.221,1,31/12/2004
Spain,Netherlands,2005,77.448,2,31/12/2005
Spain,Netherlands,2006,781.755,4,31/12/2006
Spain,Netherlands,2007,591.573,4,31/12/2007
Spain,Netherlands,2008,313.11,4,31/12/2008
Spain,Netherlands,2009,95.768,2,31/12/2009
Spain,Netherlands,2010,59.909,1,31/12/2010
Spain,Netherlands,2011,268.062,1,31/12/2011
Spain,Netherlands,2012,294.068,2,31/12/2012
Spain,Netherlands,2013,0.651,1,31/12/2013
Spain,Netherlands,2014,223.583,1,31/12/2014
Sweden,Netherlands,1988,597.779,1,31/12/1988
Sweden,Netherlands,1989,258.899,1,31/12/1989
Sweden,Netherlands,1990,261.902,1,31/12/1990
Sweden,Netherlands,1991,10.246,2,31/12/1991
Sweden,Netherlands,1993,207.808,2,31/12/1993
Sweden,Netherlands,1994,6.09,1,31/12/1994
Sweden,Netherlands,1995,124.395,1,31/12/1995
Sweden,Netherlands,1996,42.006,1,31/12/1996
Sweden,Netherlands,1999,2036.885,2,31/12/1999
Sweden,Netherlands,2000,247.156,4,31/12/2000
Sweden,Netherlands,2002,174.037,2,31/12/2002
Sweden,Netherlands,2003,159.675,3,31/12/2003
Sweden,Netherlands,2004,601.775,5,31/12/2004
Sweden,Netherlands,2005,605.21,3,31/12/2005
Sweden,Netherlands,2006,1067.577,4,31/12/2006
Sweden,Netherlands,2007,212.296,2,31/12/2007
Sweden,Netherlands,2008,358.791,2,31/12/2008
Sweden,Netherlands,2009,54.436,2,31/12/2009
Sweden,Netherlands,2010,1264.945,4,31/12/2010
Sweden,Netherlands,2011,309.135,5,31/12/2011
Sweden,Netherlands,2012,16.304,1,31/12/2012
Sweden,Netherlands,2013,154.663,3,31/12/2013
Sweden,Netherlands,2014,142.388,1,31/12/2014
Switzerland,Netherlands,1990,68.652,1,31/12/1990
Switzerland,Netherlands,1993,23.48,1,31/12/1993
Switzerland,Netherlands,1994,29.723,1,31/12/1994
Switzerland,Netherlands,1996,74.173,1,31/12/1996
Switzerland,Netherlands,1998,21.125,2,31/12/1998
Switzerland,Netherlands,1999,191.002,2,31/12/1999
Switzerland,Netherlands,2002,1915.29,1,31/12/2002
Switzerland,Netherlands,2005,2.897,1,31/12/2005
Switzerland,Netherlands,2008,72.983,1,31/12/2008
Switzerland,Netherlands,2009,5.881,1,31/12/2009
Switzerland,Netherlands,2010,38.838,1,31/12/2010
Switzerland,Netherlands,2013,2.873,1,31/12/2013
Tajikistan,Netherlands,2005,12,1,31/12/2005
Thailand,Netherlands,1998,181.5,1,31/12/1998
Thailand,Netherlands,1999,20.392,2,31/12/1999
Thailand,Netherlands,2001,0.017,1,31/12/2001
Thailand,Netherlands,2005,52.05,2,31/12/2005
Thailand,Netherlands,2007,4.5,1,31/12/2007
Turkey,Netherlands,1998,69.6,1,31/12/1998
Turkey,Netherlands,2000,22,1,31/12/2000
Turkey,Netherlands,2002,0.39,1,31/12/2002
Turkey,Netherlands,2006,82.92,1,31/12/2006
Turkey,Netherlands,2007,3352.66,5,31/12/2007
Turkey,Netherlands,2008,170.569,1,31/12/2008
Turkey,Netherlands,2009,95.607,2,31/12/2009
Turkey,Netherlands,2010,84.89,1,31/12/2010
Turkey,Netherlands,2012,120.205,3,31/12/2012
Turkey,Netherlands,2013,195.258,2,31/12/2013
Turkey,Netherlands,2014,0.974,1,31/12/2014
Ukraine,Netherlands,2005,266.562,2,31/12/2005
Ukraine,Netherlands,2007,13.524,1,31/12/2007
Ukraine,Netherlands,2009,5515.84,1,31/12/2009
United Kingdom,Netherlands,1986,405.81,3,31/12/1986
United Kingdom,Netherlands,1987,38.033,2,31/12/1987
United Kingdom,Netherlands,1988,190.89,3,31/12/1988
United Kingdom,Netherlands,1989,422.809,6,31/12/1989
United Kingdom,Netherlands,1990,783.134,13,31/12/1990
United Kingdom,Netherlands,1991,313.812,3,31/12/1991
United Kingdom,Netherlands,1992,312.097,5,31/12/1992
United Kingdom,Netherlands,1993,643.466,5,31/12/1993
United Kingdom,Netherlands,1994,149.434,5,31/12/1994
United Kingdom,Netherlands,1995,1530.575,12,31/12/1995
United Kingdom,Netherlands,1996,154.583,9,31/12/1996
United Kingdom,Netherlands,1997,845.186,10,31/12/1997
United Kingdom,Netherlands,1998,840.555,8,31/12/1998
United Kingdom,Netherlands,1999,1602.715,15,31/12/1999
United Kingdom,Netherlands,2000,1641.637,14,31/12/2000
United Kingdom,Netherlands,2001,2988.07,12,31/12/2001
United Kingdom,Netherlands,2002,203.452,6,31/12/2002
United Kingdom,Netherlands,2003,948.017,6,31/12/2003
United Kingdom,Netherlands,2004,1270.292,5,31/12/2004
United Kingdom,Netherlands,2005,2499.599,8,31/12/2005
United Kingdom,Netherlands,2006,2561.335,12,31/12/2006
United Kingdom,Netherlands,2007,311.652,7,31/12/2007
United Kingdom,Netherlands,2008,2230.569,11,31/12/2008
United Kingdom,Netherlands,2009,340.675,5,31/12/2009
United Kingdom,Netherlands,2010,181.173,3,31/12/2010
United Kingdom,Netherlands,2011,1303.557,3,31/12/2011
United Kingdom,Netherlands,2012,724.248,4,31/12/2012
United Kingdom,Netherlands,2013,2105.543,5,31/12/2013
United Kingdom,Netherlands,2014,786.019,8,31/12/2014
United States,Netherlands,1984,38,1,31/12/1984
United States,Netherlands,1985,605,3,31/12/1985
United States,Netherlands,1986,1577.9,6,31/12/1986
United States,Netherlands,1987,1041.8,8,31/12/1987
United States,Netherlands,1988,194.43,4,31/12/1988
United States,Netherlands,1989,2386.2,13,31/12/1989
United States,Netherlands,1990,633.567,8,31/12/1990
United States,Netherlands,1991,715.5,5,31/12/1991
United States,Netherlands,1992,381,7,31/12/1992
United States,Netherlands,1993,926.435,5,31/12/1993
United States,Netherlands,1994,619.5,6,31/12/1994
United States,Netherlands,1995,893.418,14,31/12/1995
United States,Netherlands,1996,5583.508,12,31/12/1996
United States,Netherlands,1997,5649.828,15,31/12/1997
United States,Netherlands,1998,1757.479,9,31/12/1998
United States,Netherlands,1999,15171.36,16,31/12/1999
United States,Netherlands,2000,24246.18,32,31/12/2000
United States,Netherlands,2001,6580.14,21,31/12/2001
United States,Netherlands,2002,1910.397,11,31/12/2002
United States,Netherlands,2003,413.864,7,31/12/2003
United States,Netherlands,2004,1127.669,6,31/12/2004
United States,Netherlands,2005,8669.618,7,31/12/2005
United States,Netherlands,2006,3799.823,11,31/12/2006
United States,Netherlands,2007,12217.69,24,31/12/2007
United States,Netherlands,2008,1736.979,10,31/12/2008
United States,Netherlands,2009,3100.157,10,31/12/2009
United States,Netherlands,2010,5417.361,7,31/12/2010
United States,Netherlands,2011,219,4,31/12/2011
United States,Netherlands,2012,8759.375,10,31/12/2012
United States,Netherlands,2013,6932.731,4,31/12/2013
United States,Netherlands,2014,5227.609,10,31/12/2014
Uzbekistan,Netherlands,2006,262.4,2,31/12/2006
Vietnam,Netherlands,1994,0.352,1,31/12/1994
Vietnam,Netherlands,2001,37.1,1,31/12/2001
Vietnam,Netherlands,2011,306,1,31/12/2011
Yugoslavia,Netherlands,1995,0.108,1,31/12/1995
Zimbabwe,Netherlands,2011,2,1,31/12/2011
Argentina,New Zealand,1995,22.5,1,31/12/1995
Australia,New Zealand,1988,730.749,4,31/12/1988
Australia,New Zealand,1989,891.076,3,31/12/1989
Australia,New Zealand,1990,10.094,2,31/12/1990
Australia,New Zealand,1991,11.79,1,31/12/1991
Australia,New Zealand,1992,39.648,1,31/12/1992
Australia,New Zealand,1993,184.663,5,31/12/1993
Australia,New Zealand,1994,247.562,1,31/12/1994
Australia,New Zealand,1995,633.359,3,31/12/1995
Australia,New Zealand,1996,59.791,3,31/12/1996
Australia,New Zealand,1997,21.599,4,31/12/1997
Australia,New Zealand,1998,16.237,2,31/12/1998
Australia,New Zealand,1999,104.254,9,31/12/1999
Australia,New Zealand,2000,311.974,11,31/12/2000
Australia,New Zealand,2001,79.478,8,31/12/2001
Australia,New Zealand,2002,449.868,6,31/12/2002
Australia,New Zealand,2003,579.556,9,31/12/2003
Australia,New Zealand,2004,165.729,5,31/12/2004
Australia,New Zealand,2005,476.976,9,31/12/2005
Australia,New Zealand,2006,249.546,13,31/12/2006
Australia,New Zealand,2007,341.074,17,31/12/2007
Australia,New Zealand,2008,611.895,5,31/12/2008
Australia,New Zealand,2009,133.329,5,31/12/2009
Australia,New Zealand,2010,252.481,4,31/12/2010
Australia,New Zealand,2011,103.192,7,31/12/2011
Australia,New Zealand,2012,120.983,5,31/12/2012
Australia,New Zealand,2013,1022.994,5,31/12/2013
Australia,New Zealand,2014,603.794,4,31/12/2014
Belgium,New Zealand,2003,0.873,1,31/12/2003
Brazil,New Zealand,1988,81.372,1,31/12/1988
Brazil,New Zealand,2000,138.889,1,31/12/2000
Brazil,New Zealand,2009,8.951,1,31/12/2009
Canada,New Zealand,1989,111,1,31/12/1989
Canada,New Zealand,1992,704.055,1,31/12/1992
Canada,New Zealand,1995,115.097,1,31/12/1995
Canada,New Zealand,2000,15.683,1,31/12/2000
Canada,New Zealand,2003,3.993,1,31/12/2003
Canada,New Zealand,2006,20.375,2,31/12/2006
Canada,New Zealand,2007,8.74,1,31/12/2007
Canada,New Zealand,2009,3.831,1,31/12/2009
Chile,New Zealand,1991,281.055,1,31/12/1991
Chile,New Zealand,1999,34.191,1,31/12/1999
Chile,New Zealand,2008,264.78,2,31/12/2008
China,New Zealand,2011,6.878,2,31/12/2011
China,New Zealand,2013,10,1,31/12/2013
China,New Zealand,2014,7.996,1,31/12/2014
Denmark,New Zealand,2006,30.62,1,31/12/2006
Fiji,New Zealand,2007,11.677,1,31/12/2007
France,New Zealand,2010,0.51,1,31/12/2010
Germany,New Zealand,2004,15.751,1,31/12/2004
Germany,New Zealand,2011,106.383,1,31/12/2011
Guyana,New Zealand,2014,0.599,1,31/12/2014
Italy,New Zealand,2006,98.311,1,31/12/2006
Italy,New Zealand,2007,14.125,1,31/12/2007
Japan,New Zealand,2007,56.037,1,31/12/2007
Malaysia,New Zealand,1993,6.305,1,31/12/1993
Malaysia,New Zealand,2003,2.024,1,31/12/2003
Malaysia,New Zealand,2004,2.972,1,31/12/2004
Malaysia,New Zealand,2006,9,2,31/12/2006
Mexico,New Zealand,2006,2.382,1,31/12/2006
Mexico,New Zealand,2008,66.4,2,31/12/2008
Netherlands,New Zealand,2004,137.208,1,31/12/2004
Netherlands,New Zealand,2006,158.931,1,31/12/2006
Netherlands,New Zealand,2011,167.997,1,31/12/2011
Norway,New Zealand,1997,27,1,31/12/1997
Norway,New Zealand,2005,3.284,1,31/12/2005
Russian Fed,New Zealand,2007,2.1,1,31/12/2007
Saudi Arabia,New Zealand,2009,32,1,31/12/2009
Singapore,New Zealand,2003,1.291,1,31/12/2003
South Africa,New Zealand,1997,28.026,1,31/12/1997
South Korea,New Zealand,2000,0.073,1,31/12/2000
Switzerland,New Zealand,1987,110.116,1,31/12/1987
Thailand,New Zealand,2007,5.608,1,31/12/2007
United Kingdom,New Zealand,1986,349.356,2,31/12/1986
United Kingdom,New Zealand,1987,521.207,1,31/12/1987
United Kingdom,New Zealand,1988,516.596,3,31/12/1988
United Kingdom,New Zealand,1989,479.895,1,31/12/1989
United Kingdom,New Zealand,1993,9.856,1,31/12/1993
United Kingdom,New Zealand,2003,38.425,3,31/12/2003
United Kingdom,New Zealand,2005,32.409,1,31/12/2005
United Kingdom,New Zealand,2007,92.67,2,31/12/2007
United Kingdom,New Zealand,2009,24.559,2,31/12/2009
United Kingdom,New Zealand,2010,5.078,1,31/12/2010
United Kingdom,New Zealand,2011,14.642,1,31/12/2011
United Kingdom,New Zealand,2013,3.057,2,31/12/2013
United States,New Zealand,1987,314,2,31/12/1987
United States,New Zealand,1991,1.4,1,31/12/1991
United States,New Zealand,1994,7.5,1,31/12/1994
United States,New Zealand,1997,5,1,31/12/1997
United States,New Zealand,1999,15.09,1,31/12/1999
United States,New Zealand,2001,15.37,2,31/12/2001
United States,New Zealand,2002,3.2,1,31/12/2002
United States,New Zealand,2004,33,1,31/12/2004
United States,New Zealand,2005,16,1,31/12/2005
United States,New Zealand,2006,502.8,2,31/12/2006
United States,New Zealand,2007,3847.586,6,31/12/2007
United States,New Zealand,2008,5.503,2,31/12/2008
United States,New Zealand,2009,5.4,1,31/12/2009
United States,New Zealand,2010,5508.864,4,31/12/2010
United States,New Zealand,2011,3100.267,4,31/12/2011
United States,New Zealand,2012,18.25,2,31/12/2012
United States,New Zealand,2013,0.35,1,31/12/2013
United States,New Zealand,2014,15.583,2,31/12/2014
Uruguay,New Zealand,2007,45,1,31/12/2007
Benin,Nigeria,2008,3.491,1,31/12/2008
Cameroon,Nigeria,2012,143.29,1,31/12/2012
Canada,Nigeria,2002,0.122,1,31/12/2002
Ghana,Nigeria,2014,0.614,1,31/12/2014
Kenya,Nigeria,2011,1.5,1,31/12/2011
Kenya,Nigeria,2013,100,1,31/12/2013
Singapore,Nigeria,2012,39.77,1,31/12/2012
South Africa,Nigeria,2014,313.642,1,31/12/2014
Togo,Nigeria,2008,10.607,1,31/12/2008
United Kingdom,Nigeria,1993,0.268,1,31/12/1993
United States,Nigeria,2001,6,1,31/12/2001
Algeria,Norway,2003,740,1,31/12/2003
Australia,Norway,1997,49.716,1,31/12/1997
Australia,Norway,1998,50.317,2,31/12/1998
Australia,Norway,2000,1.508,1,31/12/2000
Australia,Norway,2001,3.969,1,31/12/2001
Australia,Norway,2003,83.087,1,31/12/2003
Australia,Norway,2006,9.25,2,31/12/2006
Australia,Norway,2007,67.252,1,31/12/2007
Australia,Norway,2008,31.565,1,31/12/2008
Australia,Norway,2010,7.865,2,31/12/2010
Australia,Norway,2011,12.929,1,31/12/2011
Australia,Norway,2012,143,1,31/12/2012
Austria,Norway,1995,370.119,1,31/12/1995
Austria,Norway,1996,17.057,1,31/12/1996
Bahamas,Norway,1990,210,1,31/12/1990
Bahamas,Norway,2009,258.249,1,31/12/2009
Bangladesh,Norway,2003,12.763,1,31/12/2003
Belgium,Norway,1990,4.8,1,31/12/1990
Belgium,Norway,2000,67.84,1,31/12/2000
Belgium,Norway,2001,25.524,2,31/12/2001
Belgium,Norway,2003,52.615,1,31/12/2003
Belgium,Norway,2005,22.306,1,31/12/2005
Belgium,Norway,2010,36.793,1,31/12/2010
Belgium,Norway,2012,170.602,1,31/12/2012
Brazil,Norway,2000,57.3,1,31/12/2000
Brazil,Norway,2001,0.203,1,31/12/2001
Brazil,Norway,2005,350,1,31/12/2005
Brazil,Norway,2008,1800,1,31/12/2008
Brazil,Norway,2010,4948.262,1,31/12/2010
Brazil,Norway,2011,74.29,1,31/12/2011
Brazil,Norway,2012,750,1,31/12/2012
Brazil,Norway,2014,314.836,1,31/12/2014
Bulgaria,Norway,2013,934.567,1,31/12/2013
Canada,Norway,1990,54.252,1,31/12/1990
Canada,Norway,1992,12.767,1,31/12/1992
Canada,Norway,1993,6.227,1,31/12/1993
Canada,Norway,1996,2.69,1,31/12/1996
Canada,Norway,2001,641.055,1,31/12/2001
Canada,Norway,2002,2.74,2,31/12/2002
Canada,Norway,2004,8.5,1,31/12/2004
Canada,Norway,2005,56.908,2,31/12/2005
Canada,Norway,2006,13.6,2,31/12/2006
Canada,Norway,2007,2007.922,3,31/12/2007
Canada,Norway,2008,1673.577,4,31/12/2008
Canada,Norway,2010,7.861,1,31/12/2010
Canada,Norway,2012,285.772,2,31/12/2012
Canada,Norway,2013,15.669,1,31/12/2013
Chile,Norway,2000,255.8,3,31/12/2000
Chile,Norway,2004,23,1,31/12/2004
Chile,Norway,2006,9,1,31/12/2006
Chile,Norway,2008,13.75,1,31/12/2008
Chile,Norway,2014,120,1,31/12/2014
China,Norway,1998,4.014,1,31/12/1998
China,Norway,2006,12.2,1,31/12/2006
Cyprus,Norway,2012,590,1,31/12/2012
Czech Republic,Norway,1999,0.888,1,31/12/1999
Czech Republic,Norway,2000,2.477,1,31/12/2000
Czech Republic,Norway,2005,6.967,2,31/12/2005
Denmark,Norway,1990,204.3,2,31/12/1990
Denmark,Norway,1991,3.475,1,31/12/1991
Denmark,Norway,1993,24.195,1,31/12/1993
Denmark,Norway,1994,14.926,2,31/12/1994
Denmark,Norway,1995,1.754,1,31/12/1995
Denmark,Norway,1996,12.514,1,31/12/1996
Denmark,Norway,1997,28.573,3,31/12/1997
Denmark,Norway,1998,194.132,5,31/12/1998
Denmark,Norway,1999,37.823,4,31/12/1999
Denmark,Norway,2000,2152.858,8,31/12/2000
Denmark,Norway,2001,71.836,7,31/12/2001
Denmark,Norway,2002,167.467,5,31/12/2002
Denmark,Norway,2003,21.272,3,31/12/2003
Denmark,Norway,2004,94.768,2,31/12/2004
Denmark,Norway,2005,443.057,4,31/12/2005
Denmark,Norway,2006,1039.057,9,31/12/2006
Denmark,Norway,2007,188.084,8,31/12/2007
Denmark,Norway,2008,95.737,3,31/12/2008
Denmark,Norway,2009,27.522,4,31/12/2009
Denmark,Norway,2010,465.832,2,31/12/2010
Denmark,Norway,2011,119.891,4,31/12/2011
Denmark,Norway,2012,185.903,3,31/12/2012
Denmark,Norway,2013,10.935,3,31/12/2013
Denmark,Norway,2014,109.166,2,31/12/2014
Estonia,Norway,1999,18.699,2,31/12/1999
Estonia,Norway,2000,9.978,1,31/12/2000
Estonia,Norway,2002,4.958,2,31/12/2002
Estonia,Norway,2012,2.429,1,31/12/2012
Finland,Norway,1990,33.737,1,31/12/1990
Finland,Norway,1993,5.662,1,31/12/1993
Finland,Norway,1994,26.562,2,31/12/1994
Finland,Norway,1995,2.352,1,31/12/1995
Finland,Norway,1996,23.085,1,31/12/1996
Finland,Norway,1997,18.199,1,31/12/1997
Finland,Norway,1999,39.448,2,31/12/1999
Finland,Norway,2000,15.787,2,31/12/2000
Finland,Norway,2002,2.984,3,31/12/2002
Finland,Norway,2003,0.499,1,31/12/2003
Finland,Norway,2004,943.095,5,31/12/2004
Finland,Norway,2005,6.736,1,31/12/2005
Finland,Norway,2006,3.697,1,31/12/2006
Finland,Norway,2007,25.342,4,31/12/2007
Finland,Norway,2008,5.949,1,31/12/2008
Finland,Norway,2009,41.507,1,31/12/2009
Finland,Norway,2010,4.905,3,31/12/2010
Finland,Norway,2011,1.867,1,31/12/2011
Finland,Norway,2012,362.828,3,31/12/2012
Finland,Norway,2014,4.019,1,31/12/2014
France,Norway,1992,434.238,1,31/12/1992
France,Norway,1995,71.354,1,31/12/1995
France,Norway,1997,5,1,31/12/1997
France,Norway,1998,17.519,2,31/12/1998
France,Norway,1999,9.544,1,31/12/1999
France,Norway,2000,1.536,1,31/12/2000
France,Norway,2001,140.675,3,31/12/2001
France,Norway,2004,1.242,1,31/12/2004
France,Norway,2006,474.58,6,31/12/2006
France,Norway,2008,5.696,1,31/12/2008
France,Norway,2011,382,2,31/12/2011
France,Norway,2012,5.001,1,31/12/2012
France,Norway,2014,571.659,1,31/12/2014
Germany,Norway,1994,5.836,1,31/12/1994
Germany,Norway,1997,192.056,4,31/12/1997
Germany,Norway,1999,2.572,1,31/12/1999
Germany,Norway,2000,27.17,1,31/12/2000
Germany,Norway,2001,2.715,1,31/12/2001
Germany,Norway,2002,2765.745,2,31/12/2002
Germany,Norway,2003,3.951,1,31/12/2003
Germany,Norway,2004,1.991,1,31/12/2004
Germany,Norway,2005,18.173,2,31/12/2005
Germany,Norway,2006,500.296,4,31/12/2006
Germany,Norway,2007,703.766,2,31/12/2007
Germany,Norway,2008,55.706,2,31/12/2008
Germany,Norway,2009,1.004,1,31/12/2009
Germany,Norway,2011,1.09,1,31/12/2011
Germany,Norway,2012,22.801,1,31/12/2012
Germany,Norway,2014,236.186,1,31/12/2014
Hungary,Norway,2001,1101.76,1,31/12/2001
Iceland,Norway,2006,0.019,1,31/12/2006
India,Norway,2007,10.8,2,31/12/2007
India,Norway,2014,3.929,1,31/12/2014
Indonesia,Norway,1993,25.3,1,31/12/1993
Indonesia,Norway,1996,1,1,31/12/1996
Italy,Norway,2005,24.343,1,31/12/2005
Italy,Norway,2013,161.415,2,31/12/2013
Jamaica,Norway,2004,315,1,31/12/2004
Japan,Norway,2010,3.582,1,31/12/2010
Latvia,Norway,2013,0.819,1,31/12/2013
Liberia,Norway,1992,34.718,1,31/12/1992
Lithuania,Norway,1994,7.495,1,31/12/1994
Lithuania,Norway,2002,0.204,1,31/12/2002
Lithuania,Norway,2007,23.919,1,31/12/2007
Lithuania,Norway,2008,106.201,3,31/12/2008
Lithuania,Norway,2011,4.615,1,31/12/2011
Lithuania,Norway,2014,2.782,1,31/12/2014
Malta,Norway,1994,24.98,1,31/12/1994
Malta,Norway,2005,11.854,1,31/12/2005
Montenegro,Norway,2010,11.043,1,31/12/2010
Netherlands,Norway,1988,7.526,1,31/12/1988
Netherlands,Norway,1992,93.981,1,31/12/1992
Netherlands,Norway,1998,32.328,1,31/12/1998
Netherlands,Norway,2000,67.018,1,31/12/2000
Netherlands,Norway,2001,945.38,1,31/12/2001
Netherlands,Norway,2002,1.951,1,31/12/2002
Netherlands,Norway,2003,80,1,31/12/2003
Netherlands,Norway,2006,1592.777,1,31/12/2006
Netherlands,Norway,2008,0.026,1,31/12/2008
Netherlands,Norway,2011,20.781,1,31/12/2011
New Zealand,Norway,2000,2721.278,1,31/12/2000
Pakistan,Norway,2008,12.658,1,31/12/2008
Panama,Norway,2013,425,1,31/12/2013
Peru,Norway,2007,390,1,31/12/2007
Poland,Norway,1996,45.116,1,31/12/1996
Poland,Norway,1998,22.014,3,31/12/1998
Poland,Norway,2000,0.981,1,31/12/2000
Poland,Norway,2001,24.998,1,31/12/2001
Poland,Norway,2006,184.519,1,31/12/2006
Poland,Norway,2009,6.113,1,31/12/2009
Poland,Norway,2012,21.383,3,31/12/2012
Poland,Norway,2014,4.683,1,31/12/2014
Portugal,Norway,1995,39.437,1,31/12/1995
Portugal,Norway,2000,61.851,1,31/12/2000
Portugal,Norway,2004,0.792,1,31/12/2004
Portugal,Norway,2006,8.471,1,31/12/2006
Romania,Norway,1997,64.07,1,31/12/1997
Romania,Norway,1998,9.8,1,31/12/1998
Romania,Norway,2004,0.54,1,31/12/2004
Russian Fed,Norway,1996,11.001,1,31/12/1996
Russian Fed,Norway,2005,21,1,31/12/2005
Russian Fed,Norway,2006,103.3,2,31/12/2006
